Date,from_username,Subject,content
2001-11-23 14:42:24-08:00,postmaster,delivery status notification (relay),"this is an automatically generated delivery status notification.

your message has been successfully relayed to the following recipients, but the requested delivery status notifications may not be generated by the destination.

       ken.e.randolph@dynegy.com




--------- inline attachment follows ---------

from:  </o=enron/ou=na/cn=recipients/cn=rshapiro>
to: ken.e.randolph@dynegy.com
date: friday, november 23, 2001 10:42:28 gmt
subject: 

ken:
i'm not sure where the acquisition of enron by  dynegy is going( or not)
ultimately, nor am i seeking any unique insights. time and other
cirumstances will dictate the outcome. since we last spoke about layoffs
in my group, the situation has grown worse...as of the moment, and
assuming no further erosion, the north american group directly under my
charge will shrink next week  to 29 professionals and 5 support staff
and a budget of $9.4 million dollars( down from $32.8 million dollars in
2001). in addition, europe government affairs  will likely shrink to no
more than 3 professionals and a budget of approximately $750,000
dollars. the layoffs are slated for sometime in the upcoming week(week
of november 26) with people departing the same day they are given
notice. as you can imagine, this is a particularly painful  process,
especially since i hired most of these people as we were building what i
considered and will always consider to be a world-class organization. we
not only built a  group of government affairs professionals who were
talented, hard-working and who  had many successes at opening energy
markets, but who, also, with few exceptions, embodied a set of values;
e.g; honesty, integrity, decency toward others( friend or foe) that were
not always as plentiful throughout the enron culture as many, including
myself, would have hoped. 
         to cut to the quick, i'm tired of the weight that burdens all
of us who remain at enron( i can explain this further) and am actively
seeking a change in my personal circumstances.( steve kean knows i am
looking, but doesn't know specifically about this note...i don't believe
he would object given the context). i have thought long and hard about
sending this note...it is not easily done. i have also thought about
whether it will be percieved as abandonment of my group if i were to
move on soon...this may be a rationalization, but after seeing through
next week's layoffs, there is little left to do that has not already
beeen done. i also believe that ( and you may talk to folks in my group
for validation) i have done the very best i could for them over the last
few months under challenging circumstances. bottom line, my skills and
personal network , that i believe are considerable, will be grossly
underutilized at enron over the next 6-9 months if i were to stay.( if
the acquisition stays on track, this view may  not be exactly right) i'd
be happy to talk about this with you further if you so desire. in
addition to my work #(713-853-3407) and e-mail, i can always be reached
at home(936-321-7153).
 
thanks very much, rick"
2001-11-23 14:48:53-08:00,robert.hemstock,admin support - canada gov't affairs,"rick,

some changes are appropriate regarding the canada gov't affairs group's use of enron canada support staff and the allocation of their salaries to the gov't affairs given things like aleck's departure, fino's use of support, etc. and the need to generally reduce costs:    

						current allocation			proposed after dec 1/01
lisa assaf - toronto  				50% of $46,000/year			$0
sara butt - calgary (fino)			25% of $38,000/year			$0
linda sietzema - calgary (rob/randy)		50% of $44,000/year			$0

megan scott - calgary (rob/randy)							100% of $28,000/year		

this plan will reduce the enron canada support staff allocation to gov't affairs from its current level of $58,000/year to $28,000/year until end of q1 2002 when i plan to put a new gov't affairs person in toronto that will need some level of support (say 25% of $46,000).

are you okay with this?  please confirm and then i will proceed to have enron canada revise its present allocation to gov't affairs.

regards,

rob



"
2001-11-23 20:02:20-08:00,djcustomclips,"welcome to customclips, a service of dow jones interactive. your
 topic is enron corp.","dear subscriber:

welcome to dow jones interactive=92s customclips, a custom news service fro=
m factiva, a dow
jones & reuters company. you=92ll begin receiving news related to the folde=
r you=92ve set up.
customclips works continuously to deliver news in the method you specified:=
 online or e-mail.
please remember:  by using dow jones customclips, you are agreeing to be bo=
und by the
subscription agreement, which is attached to this message.

ensure you get the news relevant to you
be sure to visit ask dow jones at http://www.ask.djinteractive.com/help for=
 tips or assistance in
setting up your own personal customclips folders.

need further assistance?

* telephone:=20
u.s. and canada:  1-800-369-7466 (select option 1 and then option 3)
outside u.s. and canada:  1-609-452-1511
for a list of other local customer service numbers visit http://www.factiva=
.com/helpdesks.

* e-mail:
visit http://www.factiva.com/contactus and fill out our handy e-mail form. =
or write us directly at
customclips@factiva.com. please include your account number and your phone =
number in case
we need to contact you.

factiva provides indispensable business information solutions to inspire it=
s customers to make
their best business decisions. to find out more about factiva, visit http:/=
/www.factiva.com.

factiva customer service"
2001-11-24 14:26:05-08:00,ken.e.randolph,re: the future,"
rick - thanks for the note. the reduction in budget to $9.4 million is
indeed dramatic, but appears to be necessary under the circumstances. we
continure to be optimistic also, but i certainly understand the need to be
realistic. hope you have gotten some rest and i look forward to speaking
with you next week. ken (p.s. you and steve kean and the rest of your
government affairs team can be proud of all you have accomplished in
advocating deregulation in natural gas and power markets in the us and
abroad!)"
2001-11-25 10:42:02-08:00,eric.benson,,rick - hope all is well and you had a nice thanksgiving; i'm in the process of updating my resume and would like to add you as a reference if that's ok; thanks for the consideration - eric
2001-11-25 12:17:03-08:00,7409950,,"reply message: 
reply from palmer mark  is no to what's going on? talked to kendall. good news?-ric

original message: 
what's going on? talked to kendall. good news?-richard.shapiro@enron.com"
2001-11-25 12:22:26-08:00,7409950,,"reply message: 
reply from palmer mark  is will call later to text message

original message: 
richard.shapiro@enron.com|re: |bad news? what?
--------------------------
rick s.


-----original message-----
from: 7409950@skytel.com <7409950@skytel.com>
to: shapiro, richard <richard.shapiro@enron.com>
sent: sun nov 25 14:17:03 2001

reply message: 
reply from palmer mark  is no to what's going on? talked to kendall.
good news?-ric

original message: 
what's going on? talked to kendall. good news?-richard.shapiro@enron.com




**********************************************************************
this e-mail is the property of enron corp. and/or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s). any review, use, distribution or disclosure by others is strictly prohibited. if you are not the intended recipient (or authorized to receive for the recipient), please contact the sender or reply to enron corp. at enron.messaging.administration@enron.com and delete all copies of the message. this e-mail (and any attachments hereto) are not intended to be an offer (or an acceptance) and do not create or evidence a binding and enforceable contract between enron corp. (or any of its affiliates) and the intended recipient or any other party, and may not be relied on by anyone as the basis of a contract by estoppel or otherwise. thank you. 
**********************************************************************

"
2001-11-25 12:42:00-08:00,7409950,,"reply message: 
reply from palmer mark  is maybe -m. palmer to text message

original message: 
richard.shapiro@enron.com||bankruptcy?
--------------------------
rick s.



**********************************************************************
this e-mail is the property of enron corp. and/or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s). any review, use, distribution or disclosure by others is strictly prohibited. if you are not the intended recipient (or authorized to receive for the recipient), please contact the sender or reply to enron corp. at enron.messaging.administration@enron.com and delete all copies of the message. this e-mail (and any attachments hereto) are not intended to be an offer (or an acceptance) and do not create or evidence a binding and enforceable contract between enron corp. (or any of its affiliates) and the intended recipient or any other party, and may not be relied on by anyone as the basis of a contract by estoppel or otherwise. thank you. 
**********************************************************************

"
2001-11-25 12:53:25-08:00,postmaster,delivery status notification (relay),"this is an automatically generated delivery status notification.

your message has been successfully relayed to the following recipients, but the requested delivery status notifications may not be generated by the destination.

       ken.e.randolph@dynegy.com




--------- inline attachment follows ---------

from:  </o=enron/ou=na/cn=recipients/cn=rshapiro>
to: ken.e.randolph@dynegy.com
date: sunday, november 25, 2001 8:53:17 gmt
subject: 

ken- thanks for the note. i too am trying to be optimistic, but there is
far too much uncertainty for me and , more importantly, my family with
enron being  in a constant state of ""teetering"". there are few places in
houston( which is where it is our strong preference to stay) that
interest me, but dynegy is one of them. please let me know when would be
a good time to talk, if it makes sense at all from your perspective.
thanks again.- rick

	-----original message----- 
	from: ken.e.randolph@dynegy.com 
	sent: sat 11/24/2001 4:26 pm 
	to: shapiro, richard 
	cc: 
	subject: re: the future
	
	


	rick - thanks for the note. the reduction in budget to $9.4
million is 
	indeed dramatic, but appears to be necessary under the
circumstances. we 
	continure to be optimistic also, but i certainly understand the
need to be 
	realistic. hope you have gotten some rest and i look forward to
speaking 
	with you next week. ken (p.s. you and steve kean and the rest of
your 
	government affairs team can be proud of all you have
accomplished in 
	advocating deregulation in natural gas and power markets in the
us and 
	abroad!) "
2001-11-25 16:02:02-08:00,poxford,re: my future,"rick--i have been thinking of you often during these trying times.   the range of emotions you must be experiencing must be so trying--you put your heart and soul into fighting the good fight and to see the results of your great effort slipping away must be virtually unbearable.

in any event,  it would be my great pleasure to spend some time talking over your plans.   what does tuesday at lunch look like?  i'll be in meetings on monday,  but please call dorothy barnes at 713.331.1266 and work out a time with her.   she knows i want to talk to you.  i'm looking forward to our visit.

pat"
2001-11-25 20:57:13-08:00,gift,free shipping ends december 4--shop today," <http://www.amazon.com/exec/obidos/subst/home/home.html/ref=mk_cust_hol2_2>	 
 <http://www.amazon.com/exec/obidos/subst/home/home.html/ref=mk_cust_hol2_3>	 
 <http://www.amazon.com/exec/obidos/subst/home/home.html/ref=mk_cust_hol2_4> <http://www.amazon.com/exec/obidos/subst/home/home.html/ref=mk_cust_hol2_4>	 
 <http://www.amazon.com/exec/obidos/subst/home/home.html/ref=mk_cust_hol2_5>	 
  <http://images.amazon.com/images/g/01/marketing/html-mailings/holiday_2001/holiday02/simplicity_tag.gif>
 <http://www.amazon.com/exec/obidos/tg/browse/-/283155/ref=mk_cust_hol2_6>
 <http://www.amazon.com/exec/obidos/tg/browse/-/171280/ref=mk_cust_hol2_7>
 <http://www.amazon.com/exec/obidos/tg/browse/-/172282/ref=mk_cust_hol2_8>
 <http://www.amazon.com/exec/obidos/tg/browse/-/700060/ref=mk_cust_hol2_9>
 <http://www.amazon.com/exec/obidos/tg/browse/-/229220/ref=mk_cust_hol2_10>
search amazon.com for:   go! 

we hope you enjoyed receiving this message. however, if you'd rather not receive future e-mails of this sort from amazon.com, please visit the help page updating subscriptions and communication preferences <http://www.amazon.com/exec/obidos/tg/browse/-/468552/ref=mk_cust_hol2_12> and click the customer communication preferences link.


please note that this e-mail was sent to the following address: richard.shapiro@enron.com

  <http://images.amazon.com/images/g/01/marketing/html-mailings/tracking/open.gif?su2dm5maszwrgd>"
2001-11-25 21:18:21-08:00,enron_update,expense reports awaiting your approval,"the following reports have been waiting for your approval for more than 4 days.  please review.

owner: mona l petrochko
report name: mlp11162001
days in mgr. queue: 9

owner: linda robertson
report name: november, 2001
days in mgr. queue: 5

owner: harry j kingerski
report name: hk111901
days in mgr. queue: 6

owner: paul j kaufman
report name: pjk112101
days in mgr. queue: 4
"
2001-11-26 06:16:16-08:00,eric.benson,re:,"thank you - eric

-----original message-----
from: shapiro, richard 
sent: sunday, november 25, 2001 1:32 pm
to: benson, eric
subject: re:


no problem...i'd be pleased to be a reference.

-----original message----- 
from: benson, eric 
sent: sun 11/25/2001 12:42 pm 
to: shapiro, richard 
cc: 
subject: 



rick - hope all is well and you had a nice thanksgiving; i'm in the process of updating my resume and would like to add you as a reference if that's ok; thanks for the consideration - eric"
2001-11-26 07:08:45-08:00,ray.alvarez,re: government affairs retainer agreements,"rick, please advise if i should proceed with finalizing the $200k fixed fee=
 arrangement with bracewell to carry us through the end of the ca proceedin=
g.  (fyi we have an approximately $90k invoice pending that should be cover=
ed within the arrangement).  thanks.  ray

 -----original message-----
from: =09dernehl, ginger   on behalf of shapiro, richard
sent:=09wednesday, november 21, 2001 9:58 am
to:=09alamo, joseph; allegretti, daniel; allen, joe; alvarez, ray; ausenhus=
, kara; barnes, lynnette; bellas, kirsten; bestard, jose; binns, darran; bo=
lton, scott; boston, roy; buerger, rubena; burns, stephen; canovas, guiller=
mo; cantrell, rebecca w.; comnes, alan; connor, joe; cooney, carolyn; dasov=
ich, jeff; decker, larry; dernehl, ginger; dressler, jean; floris, vinio; f=
rank, robert; fromer, howard; fulton, donna; gottfredson, bryan; guerrero, =
janel; hamilton, allison; hardy jr, john; hartfield, rita; hawkins, bernade=
tte; hemstock, robert; hetrick, nancy; hoatson, tom; hueter, barbara a.; hu=
nter, bevin; huson, maggy; ibrahim, amr; kaufman, paul; kean, steven j.; ke=
ene, patrick; kingerski, harry; kishigami, kikumi; knight, laurie; landwehr=
, susan m.; lassere, donald; lawner, leslie; lawrence, linda l.; leibman, l=
ara; leonardo, samuel; levy, alberto; lindberg, susan; linnell, elizabeth; =
long, chris; mara, susan; maurer, luiz; mcvicker, maureen; migden, janine; =
miller, terri; montovano, steve; moore, bill; nersesian, carin; neustaedter=
, robert; nicolay, christi l.; nord, sue; noske, linda j.; novosel, sarah; =
o'connell, earlene; ogenyi, gloria; palmer, germain; perez, carmen; perez, =
gus; perrino, dave; petrochko, mona l.; pharms, melinda; reyna, margo; rish=
e, frank; rizzo, helen; roan, michael; robertson, linda; robinson, marchris=
; rodriquez, andy; ryall, jean; shapiro, richard; shelk, john; shortridge, =
pat; staines, dan; steffes, james d.; stephens, sharonda; stransky, joan; s=
troup, kerry; stubbings, randy; sullivan, kathleen; sullivan, lora; thome, =
jennifer; tiberi, fino; twiggs, thane; walton, steve; warner, geriann; yeun=
g, charles; yoho, lisa
subject:=09government affairs retainer agreements


please send out notices of termination by november 30, 2001 for all retaine=
r (fixed payments) agreements (lobbying, legal, consulting, etc...)  we nee=
d to end all payments as of december 31, 2001.  thank you very much.



ginger dernehl
administrative coordinator
global government affairs
phone# 713-853-7751
fax# 713-646-8160"
2001-11-26 11:00:10-08:00,ray.alvarez,re: government affairs retainer agreements,"rick, i had legal (steve hall) look over the document and he was ok with it=
 and thought it was quite a good deal.  i will try to get it finalized this=
 afternoon.  the other significant ca items are seabron adamson's estimates=
; the first one was $25k and the second totals $167k (through issue 1).  sh=
ould i try to pin him down and cap the second estimate?  we have pending in=
voices from him for $25k (relating to the first estimate) and $82k and $5k =
relating to the second.  ray =20

 -----original message-----
from: =09shapiro, richard =20
sent:=09monday, november 26, 2001 10:10 am
to:=09alvarez, ray
cc:=09robertson, linda; novosel, sarah
subject:=09re: government affairs retainer agreements

yes..let's finalize asap. thanks.

 -----original message-----
from: =09alvarez, ray =20
sent:=09monday, november 26, 2001 9:09 am
to:=09shapiro, richard
cc:=09robertson, linda; novosel, sarah
subject:=09re: government affairs retainer agreements

rick, please advise if i should proceed with finalizing the $200k fixed fee=
 arrangement with bracewell to carry us through the end of the ca proceedin=
g.  (fyi we have an approximately $90k invoice pending that should be cover=
ed within the arrangement).  thanks.  ray

 -----original message-----
from: =09dernehl, ginger   on behalf of shapiro, richard
sent:=09wednesday, november 21, 2001 9:58 am
to:=09alamo, joseph; allegretti, daniel; allen, joe; alvarez, ray; ausenhus=
, kara; barnes, lynnette; bellas, kirsten; bestard, jose; binns, darran; bo=
lton, scott; boston, roy; buerger, rubena; burns, stephen; canovas, guiller=
mo; cantrell, rebecca w.; comnes, alan; connor, joe; cooney, carolyn; dasov=
ich, jeff; decker, larry; dernehl, ginger; dressler, jean; floris, vinio; f=
rank, robert; fromer, howard; fulton, donna; gottfredson, bryan; guerrero, =
janel; hamilton, allison; hardy jr, john; hartfield, rita; hawkins, bernade=
tte; hemstock, robert; hetrick, nancy; hoatson, tom; hueter, barbara a.; hu=
nter, bevin; huson, maggy; ibrahim, amr; kaufman, paul; kean, steven j.; ke=
ene, patrick; kingerski, harry; kishigami, kikumi; knight, laurie; landwehr=
, susan m.; lassere, donald; lawner, leslie; lawrence, linda l.; leibman, l=
ara; leonardo, samuel; levy, alberto; lindberg, susan; linnell, elizabeth; =
long, chris; mara, susan; maurer, luiz; mcvicker, maureen; migden, janine; =
miller, terri; montovano, steve; moore, bill; nersesian, carin; neustaedter=
, robert; nicolay, christi l.; nord, sue; noske, linda j.; novosel, sarah; =
o'connell, earlene; ogenyi, gloria; palmer, germain; perez, carmen; perez, =
gus; perrino, dave; petrochko, mona l.; pharms, melinda; reyna, margo; rish=
e, frank; rizzo, helen; roan, michael; robertson, linda; robinson, marchris=
; rodriquez, andy; ryall, jean; shapiro, richard; shelk, john; shortridge, =
pat; staines, dan; steffes, james d.; stephens, sharonda; stransky, joan; s=
troup, kerry; stubbings, randy; sullivan, kathleen; sullivan, lora; thome, =
jennifer; tiberi, fino; twiggs, thane; walton, steve; warner, geriann; yeun=
g, charles; yoho, lisa
subject:=09government affairs retainer agreements


please send out notices of termination by november 30, 2001 for all retaine=
r (fixed payments) agreements (lobbying, legal, consulting, etc...)  we nee=
d to end all payments as of december 31, 2001.  thank you very much.



ginger dernehl
administrative coordinator
global government affairs
phone# 713-853-7751
fax# 713-646-8160"
2001-11-26 11:25:22-08:00,geriann.warner,do you have  some time to meet with me today?,"
rick,

i know that you are extremely busy, but i would appreciate it if you could spare a couple minutes today or sometime tomorrow.  i only need about ten minutes of your time.

geriann"
2001-11-26 11:50:59-08:00,leslie.lawner,staff,"i know that there will be signficant layoffs in our group  this week but this is all i know.  fyi, becky cantrell turns 55 next week, do we need to be concerned that she might get laid off before she gets the chance to opt for retirement, if this is her desire?"
2001-11-26 12:12:17-08:00,postmaster,delivery status notification (relay),"this is an automatically generated delivery status notification.

your message has been successfully relayed to the following recipients, but the requested delivery status notifications may not be generated by the destination.

       ken.e.randolph@dynegy.com




--------- inline attachment follows ---------

from:  </o=enron/ou=na/cn=recipients/cn=rshapiro>
to: ken.e.randolph@dynegy.com
date: monday, november 26, 2001 8:09:38 gmt
subject: 

would you have any interest in lunch this coming  wednesday( or another
day this week if wednesday doesn't work)?"
2001-11-26 13:48:17-08:00,l..petrochko,re:,"thanks for trying.

 -----original message-----
from: 	shapiro, richard  
sent:	monday, november 26, 2001 3:47 pm
to:	petrochko, mona l.
subject:	

we had to leave the official severance date at 12/31/01. sorry."
2001-11-26 13:54:53-08:00,elizabeth.linnell,fw: software request for jose bestard,"fyi - i'm going to reply that we're not ordering any new software until further notice.  let me know if you have a problem with that.
-----original message-----
from: franz, kathy 
sent: monday, november 26, 2001 3:20 pm
to: linnell, elizabeth
subject: software request for jose bestard


elizabeth,
 
jose bestard needs the portugese (brazil) proofing tools/dictionary for ms word. word does not come w/that and it is not possible to request through an erequest. he would like it ordered if possible.
 
kathy franz
specialist - desktop support
ecn 4728c
713.345.4928 - phone
kathy.franz@enron.com <mailto:kathy.franz@enron.com> - email
kathyfranz@skytel.com <mailto:kathyfranz@skytel.com> - pager
 "
2001-11-26 14:13:25-08:00,stephanie.wellman,telephone call,"rick, could you please give me a call when you have a second?  713-429-4151
or 281-221-3566 (cell).  thanks.

stephanie e. wellman





******************************************************************
this email and any files transmitted with it from the elpaso 
corporation are confidential and intended solely for the 
use of the individual or entity to whom they are addressed. 
if you have received this email in error please notify the 
sender.
******************************************************************"
2001-11-26 16:08:16-08:00,scott.bolton,so long...,"

rick - i know i don't leave until the end of the week, but i'm feeling cont=
emplative and wanted to take a moment and thank you for all the opportunity=
 and support you have given me over the years.  although i wish i was leavi=
ng the company better than when i found it, i can't help but feel grateful =
all the same for the experiences and friendships i have made here.  i look =
over the past 3 1/2 years with amazement over the things and people i was e=
xposed to -   the political conventions, the group off-sites, the trip to i=
ndia, the inauguration (okay, i could have lived without the inauguration).=
  but all of these things i would never have had a chance to experience wit=
hout enron and the encouragement of you.  i learned so much here that i wil=
l have to draw upon for the rest of my life.  and the friends i have made a=
nd colleagues i have known have all had a tremendous impact on me.  i have =
never worked in an environment that had such high-quality people.  i owe yo=
u a lot, and i hope you know that no matter how hard things may have gotten=
, or how difficult some decisions may have been for you, you have never let=
 me down and i have always held you in the highest regard.

i have wrapped up about all that i can here and had my exit interview today=
.  i will be taking finals next week and then spend some much needed time w=
ith my family.  but i'm definitely here for you if you need anything, and i=
 am hoping for the best for enron and its people.

best regards, scott

scott and trudi=20
6212 n. commercial ave
portland, or 97217
503-285-0408
sdbolton@home.com =20
"
2001-11-26 16:16:38-08:00,michael.grimes,txu contact,"rick - 

	sorry to bug you during such a stressful time, and i appreciate the time you spent with me last week.

	however, my short term memory failed, and i don't recall the name you mentioned at txu.  when you get a spare minute, could you remind me what it is?

thanks,

mike"
2001-11-26 17:56:07-08:00,ken.e.randolph,re: lunch,"
wednesday does not work for me. how about friday?


                                                                                               
                    ""shapiro,                                                                  
                    richard""                 to:     <ken.e.randolph@dynegy.com>               
                    <richard.shapiro@        cc:                                               
                    enron.com>               subject:     lunch                                
                                                                                               
                    11/26/01 02:09 pm                                                          
                                                                                               
                                                                                               




would you have any interest in lunch this coming  wednesday( or another
day this week if wednesday doesn't work)?


**********************************************************************
this e-mail is the property of enron corp. and/or its relevant affiliate
and may contain confidential and privileged material for the sole use of
the intended recipient (s). any review, use, distribution or disclosure by
others is strictly prohibited. if you are not the intended recipient (or
authorized to receive for the recipient), please contact the sender or
reply to enron corp. at enron.messaging.administration@enron.com and delete
all copies of the message. this e-mail (and any attachments hereto) are not
intended to be an offer (or an acceptance) and do not create or evidence a
binding and enforceable contract between enron corp. (or any of its
affiliates) and the intended recipient or any other party, and may not be
relied on by anyone as the basis of a contract by estoppel or otherwise.
thank you.
**********************************************************************

"
2001-11-26 18:38:28-08:00,janel.guerrero,re:,"i just heard.  it's no problem...i started worrying about showing an overblown income for 2001 and not getting fair treatment with financial aid for school.  the december 31 date works best for me.  thanks again.

-----original message----- 
from: shapiro, richard 
sent: mon 11/26/2001 3:48 pm 
to: guerrero, janel 
cc: 
subject: 



we had to leave the severance date at 12/31/01. sorry. "
2001-11-26 20:12:27-08:00,michael.grimes,re: txu contact,"thanks, rick.

-----original message-----
from: shapiro, richard 
sent: tuesday, november 27, 2001 12:13 pm
to: grimes, michael
subject: re: txu contact


chad small.

-----original message----- 
from: grimes, michael 
sent: mon 11/26/2001 6:16 pm 
to: shapiro, richard 
cc: 
subject: txu contact



rick - 

        sorry to bug you during such a stressful time, and i appreciate the time you spent with me last week. 

        however, my short term memory failed, and i don't recall the name you mentioned at txu.  when you get a spare minute, could you remind me what it is?

thanks, 

mike "
2001-11-27 05:21:59-08:00,mitch.taylor,re:,"its death or dynegy, with no clear leader. 

mitch
--------------------------
sent from my blackberry wireless handheld"
2001-11-27 06:06:17-08:00,janel.guerrero,re: resume,"thank you!

-----original message-----
from: shapiro, richard 
sent: wednesday, november 21, 2001 10:30 am
to: guerrero, janel
subject: fw: resume


fyi

-----original message-----
from: ed gillespie [mailto:edgillespie@quinngillespie.com]
sent: wednesday, november 21, 2001 10:28 am
to: shapiro, richard
subject: re: resume


met with her. very sharp.  how you doin'? hope you get a little time to
relax over thanksgiving.  best, ed g.

-----original message-----
from: shapiro, richard [mailto:richard.shapiro@enron.com]
sent: thursday, october 18, 2001 2:35 pm
to: edgillespie@quinngillespie.com
subject: fw: resume


ed: katherine is a bright, young( junior) communications professional
planning a move to d.c.---thought you might be interested in her for the
firm. it would be much appreciated if you all could meet with her at the
very least. thanks.



rick,

attached is katharine mcfall's resume.  she is scheduled to move to dc
in 2 weeks and is interested in setting up some informational interviews
in preparation of her arrival

thanks.

janel


**********************************************************************
this e-mail is the property of enron corp. and/or its relevant affiliate and
may contain confidential and privileged material for the sole use of the
intended recipient (s). any review, use, distribution or disclosure by
others is strictly prohibited. if you are not the intended recipient (or
authorized to receive for the recipient), please contact the sender or reply
to enron corp. at enron.messaging.administration@enron.com and delete all
copies of the message. this e-mail (and any attachments hereto) are not
intended to be an offer (or an acceptance) and do not create or evidence a
binding and enforceable contract between enron corp. (or any of its
affiliates) and the intended recipient or any other party, and may not be
relied on by anyone as the basis of a contract by estoppel or otherwise.
thank you. 
**********************************************************************"
2001-11-27 06:44:14-08:00,leslie.lawner,??,"couple of questions.  when do pink slips come out this week?

what is the status of travel?  should i come to houston on a regular basis, as we discussed months ago, or only when there is a substantial need?  i am assuming the latter."
